commodity,market,district,modal_price
Beans,Thuraiyur APMC,Thiruchirappalli,3750.0
Thondekai,Thiruverumbur (Uzhavar Sandhai ) APMC,Thiruchirappalli,6000.0
Snakeguard,Thiruverumbur (Uzhavar Sandhai ) APMC,Thiruchirappalli,3300.0
Onion,Thiruverumbur (Uzhavar Sandhai ) APMC,Thiruchirappalli,3250.0
Cluster beans,Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,4300.0
Guava,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,7000.0
Lime,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,11000.0
Cluster beans,Kangayam (Uzhavar Sandhai ) APMC,Thirupur,3300.0
Bottle gourd,Kangayam (Uzhavar Sandhai ) APMC,Thirupur,1250.0
Bitter gourd,Kangayam (Uzhavar Sandhai ) APMC,Thirupur,5200.0
Banana - Green,Kangayam (Uzhavar Sandhai ) APMC,Thirupur,2750.0
Raddish,Dharapuram (Uzhavar Sandhai ) APMC,Thirupur,2250.0
Papaya,Dharapuram (Uzhavar Sandhai ) APMC,Thirupur,2750.0
Onion,Dharapuram (Uzhavar Sandhai ) APMC,Thirupur,2750.0
Mint (Pudina),Dharapuram (Uzhavar Sandhai ) APMC,Thirupur,5500.0
Pumpkin,Kangayam (Uzhavar Sandhai ) APMC,Thirupur,1750.0
Lemon,Dharapuram (Uzhavar Sandhai ) APMC,Thirupur,5500.0
Cowpea (Veg),Dharapuram (Uzhavar Sandhai ) APMC,Thirupur,3250.0
Coconut,Dharapuram (Uzhavar Sandhai ) APMC,Thirupur,5500.0
Cabbage,Dharapuram (Uzhavar Sandhai ) APMC,Thirupur,3250.0
Brinjal,Dharapuram (Uzhavar Sandhai ) APMC,Thirupur,3750.0
Bhindi (Ladies Finger),Dharapuram (Uzhavar Sandhai ) APMC,Thirupur,4500.0
Beetroot,Dharapuram (Uzhavar Sandhai ) APMC,Thirupur,3750.0
Beans,Dharapuram (Uzhavar Sandhai ) APMC,Thirupur,6500.0
Amla (Nelli Kai),Dharapuram (Uzhavar Sandhai ) APMC,Thirupur,4500.0
Drumstick,Dharapuram (Uzhavar Sandhai ) APMC,Thirupur,7500.0
Snakeguard,Kangayam (Uzhavar Sandhai ) APMC,Thirupur,3400.0
Tender Coconut,Kangayam (Uzhavar Sandhai ) APMC,Thirupur,2750.0
Ashgourd,Palladam (Uzhavar Sandhai ) APMC,Thirupur,2250.0
Chow Chow,Tiruppur (North) (Uzhavar Sandhai ) APMC,Thirupur,1650.0
Cauliflower,Tiruppur (North) (Uzhavar Sandhai ) APMC,Thirupur,3250.0
Carrot,Tiruppur (North) (Uzhavar Sandhai ) APMC,Thirupur,4750.0
Cabbage,Tiruppur (North) (Uzhavar Sandhai ) APMC,Thirupur,2200.0
Bottle gourd,Tiruppur (North) (Uzhavar Sandhai ) APMC,Thirupur,1650.0
Beetroot,Tiruppur (North) (Uzhavar Sandhai ) APMC,Thirupur,3250.0
Pumpkin,Palladam (Uzhavar Sandhai ) APMC,Thirupur,1750.0
Onion Green,Palladam (Uzhavar Sandhai ) APMC,Thirupur,3000.0
Mint (Pudina),Palladam (Uzhavar Sandhai ) APMC,Thirupur,2750.0
Lemon,Palladam (Uzhavar Sandhai ) APMC,Thirupur,5750.0
Ginger (Green),Palladam (Uzhavar Sandhai ) APMC,Thirupur,6750.0
Cowpea (Veg),Palladam (Uzhavar Sandhai ) APMC,Thirupur,2750.0
Coriander (Leaves),Palladam (Uzhavar Sandhai ) APMC,Thirupur,2750.0
Coconut,Palladam (Uzhavar Sandhai ) APMC,Thirupur,5300.0
Chow Chow,Palladam (Uzhavar Sandhai ) APMC,Thirupur,1800.0
Chikoos (Sapota),Palladam (Uzhavar Sandhai ) APMC,Thirupur,3650.0
Cauliflower,Palladam (Uzhavar Sandhai ) APMC,Thirupur,3300.0
Bottle gourd,Palladam (Uzhavar Sandhai ) APMC,Thirupur,1450.0
Beetroot,Palladam (Uzhavar Sandhai ) APMC,Thirupur,2750.0
Tender Coconut,Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,3000.0
Tamarind Fruit,Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,13000.0
Snakeguard,Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,4000.0
Raddish,Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,2000.0
Carrot,Natrampalli (Uzhavar Sandhai ) APMC,Thirupathur,4500.0
Cabbage,Natrampalli (Uzhavar Sandhai ) APMC,Thirupathur,2500.0
Brinjal,Natrampalli (Uzhavar Sandhai ) APMC,Thirupathur,3000.0
Bhindi (Ladies Finger),Natrampalli (Uzhavar Sandhai ) APMC,Thirupathur,3000.0
Beans,Natrampalli (Uzhavar Sandhai ) APMC,Thirupathur,4500.0
Banana - Green,Natrampalli (Uzhavar Sandhai ) APMC,Thirupathur,2750.0
Banana,Natrampalli (Uzhavar Sandhai ) APMC,Thirupathur,3500.0
Yam (Ratalu),Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,4250.0
Thondekai,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,4750.0
Sweet Potato,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,3250.0
Raddish,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,2750.0
Pumpkin,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,1100.0
Pomegranate,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,18000.0
Papaya,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,4250.0
Orange,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,9500.0
Onion Green,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,3650.0
Mousambi (Sweet Lime),Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,6500.0
Mint (Pudina),Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,4400.0
Mango (Raw-Ripe),Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,11500.0
Cluster beans,Natrampalli (Uzhavar Sandhai ) APMC,Thirupathur,3500.0
Lemon,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,5750.0
Coriander (Leaves),Natrampalli (Uzhavar Sandhai ) APMC,Thirupathur,1750.0
Green Chilli,Natrampalli (Uzhavar Sandhai ) APMC,Thirupathur,5500.0
Pumpkin,Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,2000.0
Mint (Pudina),Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,2000.0
Groundnut,Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,5000.0
Ginger (Green),Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,8000.0
Cucumbar (Kheera),Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,3000.0
Coriander (Leaves),Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,2000.0
Colacasia,Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,4000.0
Coconut,Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,2500.0
Chikoos (Sapota),Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,2000.0
Cabbage,Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,3000.0
Bottle gourd,Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,2000.0
Bhindi (Ladies Finger),Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,4000.0
Beetroot,Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,4000.0
Beans,Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,5000.0
Banana - Green,Vaniyampadi (Uzhavar Sandhai ) APMC,Thirupathur,3000.0
Tomato,Natrampalli (Uzhavar Sandhai ) APMC,Thirupathur,1750.0
Onion Green,Natrampalli (Uzhavar Sandhai ) APMC,Thirupathur,3500.0
Mint (Pudina),Natrampalli (Uzhavar Sandhai ) APMC,Thirupathur,2750.0
Guava,Natrampalli (Uzhavar Sandhai ) APMC,Thirupathur,2500.0
Ginger (Green),Natrampalli (Uzhavar Sandhai ) APMC,Thirupathur,7500.0
Coriander (Leaves),Tiruppur (North) (Uzhavar Sandhai ) APMC,Thirupur,3250.0
Chow Chow,Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,2600.0
Bitter gourd,Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,4750.0
Coconut,Kambam (Uzhavar Sandhai ) APMC,Theni,5300.0
Cabbage,Kambam (Uzhavar Sandhai ) APMC,Theni,1900.0
Brinjal,Kambam (Uzhavar Sandhai ) APMC,Theni,2150.0
Beetroot,Kambam (Uzhavar Sandhai ) APMC,Theni,1500.0
Beans,Kambam (Uzhavar Sandhai ) APMC,Theni,6250.0
Ashgourd,Kambam (Uzhavar Sandhai ) APMC,Theni,1500.0
Tapioca,Devaram (Uzhavar Sandhai ) APMC,Theni,2500.0
Raddish,Devaram (Uzhavar Sandhai ) APMC,Theni,2200.0
Colacasia,Kambam (Uzhavar Sandhai ) APMC,Theni,4750.0
Pumpkin,Devaram (Uzhavar Sandhai ) APMC,Theni,1400.0
Mint (Pudina),Devaram (Uzhavar Sandhai ) APMC,Theni,3000.0
Lemon,Devaram (Uzhavar Sandhai ) APMC,Theni,4000.0
Knool Khol,Devaram (Uzhavar Sandhai ) APMC,Theni,2200.0
Indian Beans (Seam),Devaram (Uzhavar Sandhai ) APMC,Theni,5000.0
Coconut,Devaram (Uzhavar Sandhai ) APMC,Theni,5400.0
Cauliflower,Devaram (Uzhavar Sandhai ) APMC,Theni,3000.0
Cabbage,Devaram (Uzhavar Sandhai ) APMC,Theni,2000.0
Yam (Ratalu),Chinnamanur (Uzhavar Sandhai ) APMC,Theni,4000.0
Papaya,Devaram (Uzhavar Sandhai ) APMC,Theni,3000.0
Coriander (Leaves),Kambam (Uzhavar Sandhai ) APMC,Theni,2750.0
Cucumbar (Kheera),Kambam (Uzhavar Sandhai ) APMC,Theni,1900.0
Drumstick,Kambam (Uzhavar Sandhai ) APMC,Theni,5750.0
Ginger (Green),Periyakulam (Uzhavar Sandhai ) APMC,Theni,5950.0
Coriander (Leaves),Periyakulam (Uzhavar Sandhai ) APMC,Theni,3000.0
Cluster beans,Periyakulam (Uzhavar Sandhai ) APMC,Theni,3700.0
Cauliflower,Periyakulam (Uzhavar Sandhai ) APMC,Theni,3250.0
Carrot,Periyakulam (Uzhavar Sandhai ) APMC,Theni,3000.0
Cabbage,Periyakulam (Uzhavar Sandhai ) APMC,Theni,1900.0
Bottle gourd,Periyakulam (Uzhavar Sandhai ) APMC,Theni,1600.0
Bhindi (Ladies Finger),Periyakulam (Uzhavar Sandhai ) APMC,Theni,5500.0
Ashgourd,Periyakulam (Uzhavar Sandhai ) APMC,Theni,1500.0
Yam (Ratalu),Kambam (Uzhavar Sandhai ) APMC,Theni,3350.0
Tomato,Kambam (Uzhavar Sandhai ) APMC,Theni,1650.0
Tapioca,Kambam (Uzhavar Sandhai ) APMC,Theni,2350.0
Sweet Potato,Kambam (Uzhavar Sandhai ) APMC,Theni,3350.0
Ridgeguard (Tori),Kambam (Uzhavar Sandhai ) APMC,Theni,3750.0
Potato,Kambam (Uzhavar Sandhai ) APMC,Theni,2500.0
Onion,Kambam (Uzhavar Sandhai ) APMC,Theni,2600.0
Lemon,Kambam (Uzhavar Sandhai ) APMC,Theni,3750.0
Knool Khol,Kambam (Uzhavar Sandhai ) APMC,Theni,2100.0
Ginger (Green),Kambam (Uzhavar Sandhai ) APMC,Theni,6200.0
Snakeguard,Chinnamanur (Uzhavar Sandhai ) APMC,Theni,2600.0
Raddish,Chinnamanur (Uzhavar Sandhai ) APMC,Theni,2400.0
Pumpkin,Chinnamanur (Uzhavar Sandhai ) APMC,Theni,1400.0
Onion,Chinnamanur (Uzhavar Sandhai ) APMC,Theni,2700.0
Green Chilli,Andipatti (Uzhavar Sandhai ) APMC,Theni,5200.0
Ginger (Green),Andipatti (Uzhavar Sandhai ) APMC,Theni,6250.0
Elephant Yam (Suran)/Amorphophallus,Andipatti (Uzhavar Sandhai ) APMC,Theni,3000.0
Cluster beans,Andipatti (Uzhavar Sandhai ) APMC,Theni,3700.0
Chow Chow,Andipatti (Uzhavar Sandhai ) APMC,Theni,2350.0
Cauliflower,Andipatti (Uzhavar Sandhai ) APMC,Theni,3250.0
Carrot,Andipatti (Uzhavar Sandhai ) APMC,Theni,3300.0
Cabbage,Andipatti (Uzhavar Sandhai ) APMC,Theni,1900.0
Bhindi (Ladies Finger),Andipatti (Uzhavar Sandhai ) APMC,Theni,5250.0
Beetroot,Andipatti (Uzhavar Sandhai ) APMC,Theni,1500.0
Beans,Andipatti (Uzhavar Sandhai ) APMC,Theni,6700.0
Turnip,Udhagamandalam (Uzhavar Sandhai ) APMC,The Nilgiris,3250.0
Tomato,Udhagamandalam (Uzhavar Sandhai ) APMC,The Nilgiris,2100.0
Papaya,Udhagamandalam (Uzhavar Sandhai ) APMC,The Nilgiris,4250.0
Orange,Udhagamandalam (Uzhavar Sandhai ) APMC,The Nilgiris,10500.0
Onion,Udhagamandalam (Uzhavar Sandhai ) APMC,The Nilgiris,2650.0
Lemon,Udhagamandalam (Uzhavar Sandhai ) APMC,The Nilgiris,5750.0
Knool Khol,Udhagamandalam (Uzhavar Sandhai ) APMC,The Nilgiris,3250.0
Green Chilli,Udhagamandalam (Uzhavar Sandhai ) APMC,The Nilgiris,5500.0
Onion Green,Andipatti (Uzhavar Sandhai ) APMC,Theni,3250.0
Green Chilli,Periyakulam (Uzhavar Sandhai ) APMC,Theni,5200.0
Papaya,Andipatti (Uzhavar Sandhai ) APMC,Theni,2750.0
Ashgourd,Bodinayakanur (Uzhavar Sandhai ) APMC,Theni,1400.0
Mint (Pudina),Chinnamanur (Uzhavar Sandhai ) APMC,Theni,3000.0
Lime,Chinnamanur (Uzhavar Sandhai ) APMC,Theni,9500.0
Lemon,Chinnamanur (Uzhavar Sandhai ) APMC,Theni,4000.0
Coconut,Chinnamanur (Uzhavar Sandhai ) APMC,Theni,5400.0
Chow Chow,Chinnamanur (Uzhavar Sandhai ) APMC,Theni,2000.0
Capsicum,Chinnamanur (Uzhavar Sandhai ) APMC,Theni,6500.0
Bottle gourd,Chinnamanur (Uzhavar Sandhai ) APMC,Theni,1800.0
Beetroot,Chinnamanur (Uzhavar Sandhai ) APMC,Theni,1600.0
Beans,Chinnamanur (Uzhavar Sandhai ) APMC,Theni,6000.0
Sweet Potato,Bodinayakanur (Uzhavar Sandhai ) APMC,Theni,3400.0
Onion,Bodinayakanur (Uzhavar Sandhai ) APMC,Theni,2800.0
Knool Khol,Bodinayakanur (Uzhavar Sandhai ) APMC,Theni,2200.0
Green Peas,Bodinayakanur (Uzhavar Sandhai ) APMC,Theni,4600.0
Cluster beans,Bodinayakanur (Uzhavar Sandhai ) APMC,Theni,3600.0
Cauliflower,Bodinayakanur (Uzhavar Sandhai ) APMC,Theni,3000.0
Carrot,Bodinayakanur (Uzhavar Sandhai ) APMC,Theni,3400.0
Cabbage,Bodinayakanur (Uzhavar Sandhai ) APMC,Theni,2000.0
Bottle gourd,Bodinayakanur (Uzhavar Sandhai ) APMC,Theni,1800.0
Bhindi (Ladies Finger),Bodinayakanur (Uzhavar Sandhai ) APMC,Theni,5600.0
Soyabean,Andipatti (Uzhavar Sandhai ) APMC,Theni,7750.0
Cauliflower,Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,3250.0
Indian Beans (Seam),Periyakulam (Uzhavar Sandhai ) APMC,Theni,4750.0
Lemon,Periyakulam (Uzhavar Sandhai ) APMC,Theni,3750.0
Chow Chow,Manachanallur (Uzhavar Sandhai ) APMC,Thiruchirappalli,2600.0
Cauliflower,Manachanallur (Uzhavar Sandhai ) APMC,Thiruchirappalli,4000.0
Bhindi (Ladies Finger),Manachanallur (Uzhavar Sandhai ) APMC,Thiruchirappalli,5000.0
Beetroot,Manachanallur (Uzhavar Sandhai ) APMC,Thiruchirappalli,2800.0
Banana - Green,Manachanallur (Uzhavar Sandhai ) APMC,Thiruchirappalli,2500.0
Yam (Ratalu),Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,4000.0
Thondekai,Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,6000.0
Tapioca,Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,3000.0
Coconut,Manachanallur (Uzhavar Sandhai ) APMC,Thiruchirappalli,6600.0
Onion,Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,3250.0
Indian Beans (Seam),Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,6600.0
Ginger (Green),Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,8000.0
Cucumbar (Kheera),Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,4600.0
Coriander (Leaves),Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,4000.0
Colacasia,Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,3500.0
Coconut,Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,6500.0
Chow Chow,Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,2600.0
Cabbage,Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,2600.0
Mango (Raw-Ripe),Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,16000.0
Ginger (Green),Manachanallur (Uzhavar Sandhai ) APMC,Thiruchirappalli,7600.0
Green Chilli,Manachanallur (Uzhavar Sandhai ) APMC,Thiruchirappalli,5200.0
Guava,Manachanallur (Uzhavar Sandhai ) APMC,Thiruchirappalli,5000.0
Betal Leaves,Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,9500.0
Banana - Green,Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,2500.0
Snakeguard,Manapparai (Uzhavar Sandhai ) APMC,Thiruchirappalli,3300.0
Raddish,Manapparai (Uzhavar Sandhai ) APMC,Thiruchirappalli,2500.0
Papaya,Manapparai (Uzhavar Sandhai ) APMC,Thiruchirappalli,4000.0
Onion Green,Manapparai (Uzhavar Sandhai ) APMC,Thiruchirappalli,3500.0
Lemon,Manapparai (Uzhavar Sandhai ) APMC,Thiruchirappalli,4000.0
Indian Beans (Seam),Manapparai (Uzhavar Sandhai ) APMC,Thiruchirappalli,7000.0
Grapes,Manapparai (Uzhavar Sandhai ) APMC,Thiruchirappalli,8000.0
Drumstick,Manapparai (Uzhavar Sandhai ) APMC,Thiruchirappalli,12000.0
Coriander (Leaves),Manapparai (Uzhavar Sandhai ) APMC,Thiruchirappalli,4000.0
Cluster beans,Manapparai (Uzhavar Sandhai ) APMC,Thiruchirappalli,5000.0
Chow Chow,Manapparai (Uzhavar Sandhai ) APMC,Thiruchirappalli,2400.0
Chikoos (Sapota),Manapparai (Uzhavar Sandhai ) APMC,Thiruchirappalli,4000.0
Cauliflower,Manapparai (Uzhavar Sandhai ) APMC,Thiruchirappalli,5000.0
Bottle gourd,Manapparai (Uzhavar Sandhai ) APMC,Thiruchirappalli,2250.0
Beetroot,Manapparai (Uzhavar Sandhai ) APMC,Thiruchirappalli,3600.0
Onion,Manachanallur (Uzhavar Sandhai ) APMC,Thiruchirappalli,3000.0
Mango (Raw-Ripe),Manachanallur (Uzhavar Sandhai ) APMC,Thiruchirappalli,15000.0
Banana - Green,Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,3000.0
Ashgourd,Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,2000.0
Amla (Nelli Kai),Lalgudi (Uzhavar Sandhai ) APMC,Thiruchirappalli,6000.0
Yam (Ratalu),KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,5600.0
Mango (Raw-Ripe),Theni (Uzhavar Sandhai ) APMC,Theni,10000.0
Karbuja (Musk Melon),Theni (Uzhavar Sandhai ) APMC,Theni,7000.0
Green Chilli,Theni (Uzhavar Sandhai ) APMC,Theni,4700.0
Drumstick,Theni (Uzhavar Sandhai ) APMC,Theni,10000.0
Custard Apple (Sharifa),Theni (Uzhavar Sandhai ) APMC,Theni,8000.0
Coconut,Theni (Uzhavar Sandhai ) APMC,Theni,5500.0
Cluster beans,Theni (Uzhavar Sandhai ) APMC,Theni,3650.0
Cauliflower,Theni (Uzhavar Sandhai ) APMC,Theni,3000.0
Carrot,Theni (Uzhavar Sandhai ) APMC,Theni,2950.0
Capsicum,Theni (Uzhavar Sandhai ) APMC,Theni,6300.0
Bitter gourd,Theni (Uzhavar Sandhai ) APMC,Theni,4000.0
Bhindi (Ladies Finger),Theni (Uzhavar Sandhai ) APMC,Theni,5300.0
Beans,Theni (Uzhavar Sandhai ) APMC,Theni,6100.0
Banana - Green,Theni (Uzhavar Sandhai ) APMC,Theni,3750.0
Yam (Ratalu),Periyakulam (Uzhavar Sandhai ) APMC,Theni,3900.0
Snakeguard,Periyakulam (Uzhavar Sandhai ) APMC,Theni,3500.0
Raddish,Periyakulam (Uzhavar Sandhai ) APMC,Theni,2300.0
Onion,Periyakulam (Uzhavar Sandhai ) APMC,Theni,2600.0
Mint (Pudina),Periyakulam (Uzhavar Sandhai ) APMC,Theni,2900.0
Mousambi (Sweet Lime),Theni (Uzhavar Sandhai ) APMC,Theni,7000.0
Knool Khol,Periyakulam (Uzhavar Sandhai ) APMC,Theni,1900.0
Onion Green,Theni (Uzhavar Sandhai ) APMC,Theni,3300.0
Beetroot,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,3300.0
Water Melon,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,2000.0
Tomato,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,1800.0
Thondekai,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,6000.0
Raddish,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,3000.0
Pumpkin,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,2000.0
Pineapple,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,8000.0
Papaya,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,5000.0
Orange,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,12000.0
Onion Green,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,3800.0
Mashrooms,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,22000.0
Maize,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,3000.0
Green Peas,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,4600.0
Green Chilli,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,5600.0
Ginger (Green),KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,8600.0
Cowpea (Veg),KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,4000.0
Coriander (Leaves),KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,3800.0
Cluster beans,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,5000.0
Cabbage,KKNagar (Uzhavar Sandhai ) APMC,Thiruchirappalli,2600.0
Soyabean,Theni (Uzhavar Sandhai ) APMC,Theni,8000.0
Cowpea (Veg),Udhagamandalam (Uzhavar Sandhai ) APMC,The Nilgiris,3750.0
Cowpea (Veg),Tiruppur (North) (Uzhavar Sandhai ) APMC,Thirupur,2750.0
Elephant Yam (Suran)/Amorphophallus,Tiruppur (North) (Uzhavar Sandhai ) APMC,Thirupur,4150.0
Snakeguard,Kovilpatti (Uzhavar Sandhai ) APMC,Tuticorin,3750.0
Ridgeguard (Tori),Kovilpatti (Uzhavar Sandhai ) APMC,Tuticorin,5750.0
Papaya,Kovilpatti (Uzhavar Sandhai ) APMC,Tuticorin,3250.0
Indian Beans (Seam),Kovilpatti (Uzhavar Sandhai ) APMC,Tuticorin,7750.0
Ginger (Green),Kovilpatti (Uzhavar Sandhai ) APMC,Tuticorin,7750.0
Drumstick,Kovilpatti (Uzhavar Sandhai ) APMC,Tuticorin,14750.0
Chikoos (Sapota),Kovilpatti (Uzhavar Sandhai ) APMC,Tuticorin,4250.0
Beans,Kovilpatti (Uzhavar Sandhai ) APMC,Tuticorin,5750.0
Thondekai,Kovilpatti (Uzhavar Sandhai ) APMC,Tuticorin,5250.0
Tender Coconut,Tiruvallur (Uzhavar Sandhai ) APMC,Thiruvellore,3000.0
Raddish,Tiruvallur (Uzhavar Sandhai ) APMC,Thiruvellore,3000.0
Green Chilli,Tiruvallur (Uzhavar Sandhai ) APMC,Thiruvellore,6000.0
Bitter gourd,Tiruvallur (Uzhavar Sandhai ) APMC,Thiruvellore,6000.0
Bhindi (Ladies Finger),Tiruvallur (Uzhavar Sandhai ) APMC,Thiruvellore,6000.0
Snakeguard,Tiruthani (Uzhavar Sandhai ) APMC,Thiruvellore,3000.0
Lemon,Tiruthani (Uzhavar Sandhai ) APMC,Thiruvellore,7000.0
Green Chilli,Tiruthani (Uzhavar Sandhai ) APMC,Thiruvellore,6000.0
Cucumbar (Kheera),Tiruthani (Uzhavar Sandhai ) APMC,Thiruvellore,3000.0
Ridgeguard (Tori),Tiruvallur (Uzhavar Sandhai ) APMC,Thiruvellore,6000.0
Apple,Tuticorin (Uzhavar Sandhai ) APMC,Tuticorin,21500.0
Cabbage,Tuticorin (Uzhavar Sandhai ) APMC,Tuticorin,2750.0
Capsicum,Tuticorin (Uzhavar Sandhai ) APMC,Tuticorin,8500.0
Green Chilli,Gudiyatham (Uzhavar Sandhai ) APMC,Vellore,8000.0
Drumstick,Gudiyatham (Uzhavar Sandhai ) APMC,Vellore,10000.0
Coriander (Leaves),Gudiyatham (Uzhavar Sandhai ) APMC,Vellore,4000.0
Colacasia,Gudiyatham (Uzhavar Sandhai ) APMC,Vellore,4600.0
Cluster beans,Gudiyatham (Uzhavar Sandhai ) APMC,Vellore,5000.0
Chow Chow,Gudiyatham (Uzhavar Sandhai ) APMC,Vellore,2600.0
Bitter gourd,Gudiyatham (Uzhavar Sandhai ) APMC,Vellore,4000.0
Beetroot,Gudiyatham (Uzhavar Sandhai ) APMC,Vellore,2600.0
Arhar (Tur/Red Gram)(Whole),Gudiyatham (Uzhavar Sandhai ) APMC,Vellore,5000.0
Onion,Tuticorin (Uzhavar Sandhai ) APMC,Tuticorin,3250.0
Lemon,Tuticorin (Uzhavar Sandhai ) APMC,Tuticorin,5500.0
Jack Fruit,Tuticorin (Uzhavar Sandhai ) APMC,Tuticorin,6750.0
Green Chilli,Tuticorin (Uzhavar Sandhai ) APMC,Tuticorin,5500.0
Green Avare (W),Tuticorin (Uzhavar Sandhai ) APMC,Tuticorin,6000.0
Cucumbar (Kheera),Tuticorin (Uzhavar Sandhai ) APMC,Tuticorin,3750.0
Cowpea (Veg),Tuticorin (Uzhavar Sandhai ) APMC,Tuticorin,3750.0
Coconut,Tuticorin (Uzhavar Sandhai ) APMC,Tuticorin,6500.0
Chikoos (Sapota),Tuticorin (Uzhavar Sandhai ) APMC,Tuticorin,3750.0
Cauliflower,Tuticorin (Uzhavar Sandhai ) APMC,Tuticorin,4750.0
Coconut,Tiruthani (Uzhavar Sandhai ) APMC,Thiruvellore,6000.0
Cauliflower,Tiruthani (Uzhavar Sandhai ) APMC,Thiruvellore,4000.0
Carrot,Tiruthani (Uzhavar Sandhai ) APMC,Thiruvellore,4000.0
Brinjal,Tiruthani (Uzhavar Sandhai ) APMC,Thiruvellore,3500.0
Bhindi (Ladies Finger),Paruthipattu (Uzhavar Sandhai ) APMC,Thiruvellore,5000.0
Banana - Green,Paruthipattu (Uzhavar Sandhai ) APMC,Thiruvellore,4000.0
