commodity,market,district,modal_price
French Beans (Frasbean),Karsiyang (Matigara) APMC,Darjeeling,6000.0
Carrot,Karsiyang (Matigara) APMC,Darjeeling,4000.0
Cabbage,Karsiyang (Matigara) APMC,Darjeeling,2400.0
Tomato,Darjeeling APMC,Darjeeling,3000.0
Squash (Chappal Kadoo),Darjeeling APMC,Darjeeling,1400.0
Potato,Darjeeling APMC,Darjeeling,2100.0
Ginger (Green),Siliguri APMC,Darjeeling,5800.0
Pea Pod/Pea Cod/हरी मटर,Uluberia APMC,Howrah,1800.0
Potato,Uluberia APMC,Howrah,780.0
Rice,Uluberia APMC,Howrah,2850.0
Bitter gourd,Sealdah Koley Market APMC,Kolkata,7000.0
Pomegranate,Mechua APMC,Kolkata,14000.0
Apple,Mechua APMC,Kolkata,18000.0
Onion,Bara Bazar (Posta Bazar) APMC,Kolkata,1800.0
Potato,Kalimpong APMC,Kalimpong,2600.0
Potato,Jhargram APMC,Jhargram,780.0
Green Chilli,Jhargram APMC,Jhargram,10000.0
Carrot,Jhargram APMC,Jhargram,1800.0
Cabbage,Jhargram APMC,Jhargram,1200.0
Brinjal,Jhargram APMC,Jhargram,2000.0
Tomato,Jalpaiguri Sadar APMC,Jalpaiguri,1900.0
Potato,Jalpaiguri Sadar APMC,Jalpaiguri,1000.0
Onion,Jalpaiguri Sadar APMC,Jalpaiguri,2300.0
Green Chilli,Jalpaiguri Sadar APMC,Jalpaiguri,6800.0
Potato,Dhupguri APMC,Jalpaiguri,1050.0
Onion,Dhupguri APMC,Jalpaiguri,2200.0
Green Chilli,Dhupguri APMC,Jalpaiguri,6600.0
Cabbage,Dhupguri APMC,Jalpaiguri,1000.0
Brinjal,Dhupguri APMC,Jalpaiguri,2000.0
Onion,Darjeeling APMC,Darjeeling,3200.0
Green Chilli,Gangarampur (Dakshin Dinajpur) APMC,Dakshin Dinajpur,7000.0
Cucumbar (Kheera),Gangarampur (Dakshin Dinajpur) APMC,Dakshin Dinajpur,4500.0
Carrot,Gangarampur (Dakshin Dinajpur) APMC,Dakshin Dinajpur,1200.0
Pumpkin,Sitarganj APMC,Udhamsinghnagar,800.0
Onion,Sitarganj APMC,Udhamsinghnagar,1000.0
Banana,Sitarganj APMC,Udhamsinghnagar,2200.0
Tomato,Rudrapur APMC,Udhamsinghnagar,1000.0
Pumpkin,Kicchha APMC,Udhamsinghnagar,700.0
Potato,Kicchha APMC,Udhamsinghnagar,800.0
Peas Wet,Kicchha APMC,Udhamsinghnagar,800.0
Mousambi (Sweet Lime),Kicchha APMC,Udhamsinghnagar,2800.0
Cauliflower,Kicchha APMC,Udhamsinghnagar,900.0
Banana,Kicchha APMC,Udhamsinghnagar,800.0
Apple,Kicchha APMC,Udhamsinghnagar,3800.0
Tomato,Khateema APMC,Udhamsinghnagar,900.0
Raddish,Khateema APMC,Udhamsinghnagar,700.0
Potato,Khateema APMC,Udhamsinghnagar,500.0
Onion,Khateema APMC,Udhamsinghnagar,1100.0
Brinjal,Khateema APMC,Udhamsinghnagar,700.0
Sponge gourd,Kashipur APMC,Udhamsinghnagar,2200.0
Raddish,Kashipur APMC,Udhamsinghnagar,500.0
Mousambi (Sweet Lime),Kashipur APMC,Udhamsinghnagar,2350.0
Raddish,Sitarganj APMC,Udhamsinghnagar,700.0
Green Chilli,Sealdah Koley Market APMC,Kolkata,7000.0
Tomato,Sitarganj APMC,Udhamsinghnagar,800.0
Onion,Bankura Sadar APMC,Bankura,2000.0
Brinjal,Gangarampur (Dakshin Dinajpur) APMC,Dakshin Dinajpur,1500.0
Bitter gourd,Gangarampur (Dakshin Dinajpur) APMC,Dakshin Dinajpur,7500.0
Onion,Balurghat APMC,Dakshin Dinajpur,2500.0
Paddy (Common),Sainthia APMC,Birbhum,2372.0
Green Chilli,Sainthia APMC,Birbhum,7400.0
Potato,Bolpur APMC,Birbhum,1050.0
Onion,Bolpur APMC,Birbhum,2200.0
Green Chilli,Bolpur APMC,Birbhum,7400.0
Onion,Birbhum APMC,Birbhum,2200.0
Brinjal,Birbhum APMC,Birbhum,2400.0
Wheat,Khatra APMC,Bankura,3100.0
Potato,Khatra APMC,Bankura,600.0
Brinjal,Khatra APMC,Bankura,2000.0
Potato,Indus (Bankura Sadar) APMC,Bankura,750.0
Potato,Bishnupur (Bankura) APMC,Bankura,600.0
Onion,Bishnupur (Bankura) APMC,Bankura,2000.0
Bottle gourd,Bishnupur (Bankura) APMC,Bankura,2000.0
Sweet Pumpkin,Bankura Sadar APMC,Bankura,1800.0
Potato,Bankura Sadar APMC,Bankura,750.0
Mustard,Bankura Sadar APMC,Bankura,5950.0
Jack Fruit,Kashipur APMC,Udhamsinghnagar,1300.0
Sweet Pumpkin,Sealdah Koley Market APMC,Kolkata,1600.0
Onion,Samsi APMC,Malda,1900.0
Mustard,Guskara APMC,Purba Bardhaman,6100.0
Tomato,Burdwan APMC,Purba Bardhaman,1200.0
Onion,Burdwan APMC,Purba Bardhaman,1800.0
Green Chilli,Burdwan APMC,Purba Bardhaman,5500.0
Cucumbar (Kheera),Burdwan APMC,Purba Bardhaman,5700.0
Wheat,Durgapur APMC,Paschim Bardhaman,2700.0
Rice,Durgapur APMC,Paschim Bardhaman,4800.0
Potato,Durgapur APMC,Paschim Bardhaman,1000.0
Onion,Kalna APMC,Purba Bardhaman,2000.0
Cabbage,Durgapur APMC,Paschim Bardhaman,1450.0
Wheat,Asansol APMC,Paschim Bardhaman,2750.0
Tomato,Asansol APMC,Paschim Bardhaman,1950.0
Peas (Dry),Asansol APMC,Paschim Bardhaman,6450.0
Mustard,Asansol APMC,Paschim Bardhaman,6300.0
Brinjal,Asansol APMC,Paschim Bardhaman,2565.0
Tomato,Barasat APMC,North 24 Parganas,1800.0
Pumpkin,Barasat APMC,North 24 Parganas,1500.0
Green Chilli,Barasat APMC,North 24 Parganas,8000.0
Brinjal,Durgapur APMC,Paschim Bardhaman,2575.0
Potato,Kalna APMC,Purba Bardhaman,820.0
Tomato,Kalna APMC,Purba Bardhaman,1400.0
Ginger (Green),Katwa APMC,Purba Bardhaman,4150.0
Coconut,Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,5500.0
Potato,Raiganj APMC,Uttar Dinajpur,1100.0
Cabbage,Raiganj APMC,Uttar Dinajpur,1300.0
Potato,Kaliaganj APMC,Uttar Dinajpur,1120.0
Potato,Islampur APMC,Uttar Dinajpur,1100.0
Onion,Islampur APMC,Uttar Dinajpur,2200.0
Bitter gourd,Baruipur (Canning) APMC,Sounth 24 Parganas,9000.0
Brinjal,Purulia APMC,Puruliya,2700.0
Tomato,Balarampur APMC,Puruliya,1600.0
Mustard Oil,Balarampur APMC,Puruliya,19200.0
Masur Dal,Balarampur APMC,Puruliya,10500.0
Cauliflower,Balarampur APMC,Puruliya,1800.0
Cabbage,Balarampur APMC,Puruliya,1500.0
Brinjal,Balarampur APMC,Puruliya,1500.0
Rice,Memari APMC,Purba Bardhaman,3300.0
Potato,Memari APMC,Purba Bardhaman,860.0
Cucumbar (Kheera),Memari APMC,Purba Bardhaman,5700.0
Brinjal,Memari APMC,Purba Bardhaman,2400.0
Onion,Katwa APMC,Purba Bardhaman,2115.0
Pumpkin,Ranaghat APMC,Nadia,2000.0
Green Chilli,Ranaghat APMC,Nadia,6300.0
Cabbage,Ranaghat APMC,Nadia,1500.0
Sweet Pumpkin,Nadia APMC,Nadia,2000.0
Garlic,Medinipur (West) APMC,Medinipur (W),9500.0
Cauliflower,Medinipur (West) APMC,Medinipur (W),1450.0
Carrot,Medinipur (West) APMC,Medinipur (W),2250.0
Cabbage,Medinipur (West) APMC,Medinipur (W),1250.0
Brinjal,Medinipur (West) APMC,Medinipur (W),2250.0
Bottle gourd,Medinipur (West) APMC,Medinipur (W),1450.0
Potato,Ghatal APMC,Medinipur (W),920.0
Paddy (Common),Ghatal APMC,Medinipur (W),2380.0
Cabbage,Ghatal APMC,Medinipur (W),1810.0
Brinjal,Ghatal APMC,Medinipur (W),1810.0
Sweet Pumpkin,Tamluk (Medinipur E) APMC,Medinipur (E),2200.0
Rice,Tamluk (Medinipur E) APMC,Medinipur (E),4300.0
Brinjal,Tamluk (Medinipur E) APMC,Medinipur (E),2000.0
Betal Leaves,Tamluk (Medinipur E) APMC,Medinipur (E),9500.0
Tube Rose (Loose),Kolaghat APMC,Medinipur (E),6500.0
Rice,Kolaghat APMC,Medinipur (E),4300.0
Sweet Pumpkin,Egra/contai APMC,Medinipur (E),1900.0
Rice,Egra/contai APMC,Medinipur (E),4500.0
Potato,Egra/contai APMC,Medinipur (E),975.0
Ginger (Dry),Medinipur (West) APMC,Medinipur (W),6000.0
Onion,Gajol APMC,Malda,1920.0
Green Chilli,Medinipur (West) APMC,Medinipur (W),7200.0
Potato,Medinipur (West) APMC,Medinipur (W),850.0
Rice,Nadia APMC,Nadia,3600.0
Jute,Nadia APMC,Nadia,11300.0
Brinjal,Nadia APMC,Nadia,2000.0
Potato,Karimpur APMC,Nadia,840.0
Mustard,Karimpur APMC,Nadia,6800.0
Brinjal,Karimpur APMC,Nadia,2500.0
Sweet Pumpkin,Kalyani APMC,Nadia,2100.0
Rice,Kalyani APMC,Nadia,4700.0
Rice,Kalyani APMC,Nadia,4900.0
Potato,Kalyani APMC,Nadia,860.0
Cabbage,Kalyani APMC,Nadia,1900.0
Green Chilli,Chakdah APMC,Nadia,6300.0
Brinjal,Chakdah APMC,Nadia,2000.0
Rice,Bethuadahari APMC,Nadia,5000.0
Paddy (Common),Kandi APMC,Murshidabad,2350.0
Potato,Jiaganj APMC,Murshidabad,850.0
Paddy (Common),Jiaganj APMC,Murshidabad,2150.0
Mustard,Jiaganj APMC,Murshidabad,6600.0
Potato,Jangipur APMC,Murshidabad,1050.0
Onion,Medinipur (West) APMC,Medinipur (W),1750.0
Carrot,Gingee (Uzhavar Sandhai ) APMC,Villupuram,3000.0
Grapes,Kashipur APMC,Udhamsinghnagar,6200.0
Garlic,Kashipur APMC,Udhamsinghnagar,5000.0
Apple,Anandnagar APMC,Maharajganj,6330.0
Rice,Banthara APMC,Lucknow,2560.0
Pomegranate,Lalitpur APMC,Lalitpur,5800.0
Onion,Lalitpur APMC,Lalitpur,1410.0
Onion,Paliakala APMC,Lakhimpur,1625.0
Wheat,Maigalganj APMC,Khiri (Lakhimpur),2425.0
Brinjal,Maigalganj APMC,Khiri (Lakhimpur),765.0
Cucumbar (Kheera),Jalaun APMC,Jalaun (Orai),2000.0
Green Chilli,Anandnagar APMC,Maharajganj,2720.0
Cauliflower,Jalaun APMC,Jalaun (Orai),1100.0
Cabbage,Jalaun APMC,Jalaun (Orai),700.0
Wheat,Sikandraraau APMC,Hathras,2500.0
Onion,Sikandraraau APMC,Hathras,1740.0
Onion,Shadabad APMC,Hathras,1250.0
Green Chilli,Jamanian APMC,Ghazipur,1550.0
Paddy (Common),Kayamganj APMC,Farukhabad,2370.0
Cucumbar (Kheera),Kayamganj APMC,Farukhabad,2075.0
Bottle gourd,Kayamganj APMC,Farukhabad,1750.0
Carrot,Jalaun APMC,Jalaun (Orai),1500.0
Onion,Anandnagar APMC,Maharajganj,1420.0
Papaya,Anandnagar APMC,Maharajganj,2750.0
Tomato,Anandnagar APMC,Maharajganj,2150.0
Carrot,Pratapgarh APMC,Pratapgarh,1050.0
Cabbage,Pratapgarh APMC,Pratapgarh,1220.0
Brinjal,Pratapgarh APMC,Pratapgarh,1600.0
Bottle gourd,Pratapgarh APMC,Pratapgarh,1630.0
Tomato,Ahirora APMC,Mirzapur,500.0
Raddish,Ahirora APMC,Mirzapur,600.0
Potato,Ahirora APMC,Mirzapur,700.0
Pea Pod/Pea Cod/हरी मटर,Ahirora APMC,Mirzapur,1500.0
Green Chilli,Ahirora APMC,Mirzapur,5000.0
Cauliflower,Ahirora APMC,Mirzapur,800.0
Bottle gourd,Ahirora APMC,Mirzapur,1600.0
Onion,Kopaganj APMC,Mau (Maunathbhanjan),1500.0
Green Chilli,Kopaganj APMC,Mau (Maunathbhanjan),2800.0
Brinjal,Kopaganj APMC,Mau (Maunathbhanjan),1800.0
Paddy (Common),Doharighat APMC,Mau (Maunathbhanjan),2369.0
Wheat,Kosikalan APMC,Mathura,2610.0
Pumpkin,Kosikalan APMC,Mathura,1000.0
Cauliflower,Kosikalan APMC,Mathura,1080.0
Bottle gourd,Kosikalan APMC,Mathura,1600.0
Potato,Kamlaganj APMC,Farukhabad,500.0
Paddy (Basmati),Kamlaganj APMC,Farukhabad,2900.0
Tomato,Jasvantnagar APMC,Etawah,820.0
Pumpkin,Jasvantnagar APMC,Etawah,1610.0
Ginger (Green),Anoop Shahar APMC,Bulandshahar,5800.0
Brinjal,Anoop Shahar APMC,Bulandshahar,2000.0
Tomato,Kiratpur APMC,Bijnor,1650.0
Guava,Kiratpur APMC,Bijnor,2450.0
Green Chilli,Kiratpur APMC,Bijnor,3550.0
Pumpkin,Safdarganj APMC,Barabanki,1500.0
Paddy (Common),Safdarganj APMC,Barabanki,2360.0
Mustard Oil,Safdarganj APMC,Barabanki,15300.0
Mustard,Safdarganj APMC,Barabanki,6750.0
Capsicum,Safdarganj APMC,Barabanki,2800.0
Cabbage,Safdarganj APMC,Barabanki,1150.0
Brinjal,Safdarganj APMC,Barabanki,2200.0
Black Gram (Urd Beans)(Whole),Safdarganj APMC,Barabanki,8850.0
Banana,Safdarganj APMC,Barabanki,2300.0
Arhar Dal (Tur Dal),Safdarganj APMC,Barabanki,9850.0
Tomato,Tulsipur APMC,Balrampur,3250.0
Potato,Tulsipur APMC,Balrampur,730.0
Green Chilli,Tulsipur APMC,Balrampur,3440.0
Tomato,Panchpedwa APMC,Balrampur,1808.0
Onion,Anoop Shahar APMC,Bulandshahar,1600.0
Green Chilli,Pratapgarh APMC,Pratapgarh,4650.0
Pumpkin,Anoop Shahar APMC,Bulandshahar,1800.0
Tomato,Anoop Shahar APMC,Bulandshahar,1400.0
Papaya,Jasvantnagar APMC,Etawah,2810.0
Mousambi (Sweet Lime),Jasvantnagar APMC,Etawah,2920.0
Guava,Jasvantnagar APMC,Etawah,3810.0
Ginger (Green),Jasvantnagar APMC,Etawah,4510.0
Field Pea,Jasvantnagar APMC,Etawah,1920.0
Carrot,Jasvantnagar APMC,Etawah,1370.0
Capsicum,Jasvantnagar APMC,Etawah,2410.0
Pumpkin,Siyana APMC,Bulandshahar,1105.0
Onion,Siyana APMC,Bulandshahar,1110.0
Guava,Siyana APMC,Bulandshahar,2620.0
Cauliflower,Siyana APMC,Bulandshahar,1220.0
Carrot,Siyana APMC,Bulandshahar,2260.0
Tomato,Sikarpur APMC,Bulandshahar,1900.0
Raddish,Sikarpur APMC,Bulandshahar,900.0
Lemon,Sikarpur APMC,Bulandshahar,4900.0
Ginger (Green),Sikarpur APMC,Bulandshahar,4900.0
Cucumbar (Kheera),Sikarpur APMC,Bulandshahar,1900.0
Lemon,Sikanderabad APMC,Bulandshahar,3500.0
Cucumbar (Kheera),Sikanderabad APMC,Bulandshahar,1700.0
Raddish,Anoop Shahar APMC,Bulandshahar,1000.0
Ginger (Green),Kashipur APMC,Udhamsinghnagar,3100.0
Pumpkin,Pratapgarh APMC,Pratapgarh,1760.0
Tomato,Sirsa APMC,Prayagraj,3700.0
Kinnow,Kotadwara APMC,Garhwal (Pauri),2000.0
Grapes,Kotadwara APMC,Garhwal (Pauri),4000.0
Cauliflower,Kotadwara APMC,Garhwal (Pauri),700.0
Brinjal,Kotadwara APMC,Garhwal (Pauri),1200.0
Tomato,Vikasnagar APMC,Dehradoon,2000.0
Green Chilli,Vikasnagar APMC,Dehradoon,2000.0
Ginger (Green),Vikasnagar APMC,Dehradoon,2600.0
French Beans (Frasbean),Vikasnagar APMC,Dehradoon,2000.0
Pea Pod/Pea Cod/हरी मटर,Kotadwara APMC,Garhwal (Pauri),1100.0
Field Pea,Vikasnagar APMC,Dehradoon,1500.0
Carrot,Vikasnagar APMC,Dehradoon,700.0
Cabbage,Vikasnagar APMC,Dehradoon,700.0
Potato,Rishikesh APMC,Dehradoon,450.0
Kinnow,Dehradoon APMC,Dehradoon,3000.0
Guava,Dehradoon APMC,Dehradoon,2050.0
Cucumbar (Kheera),Dehradoon APMC,Dehradoon,1000.0
Cabbage,Dehradoon APMC,Dehradoon,800.0
Banana,Dehradoon APMC,Dehradoon,1050.0
Colacasia,Vikasnagar APMC,Dehradoon,1600.0
Raddish,Kotadwara APMC,Garhwal (Pauri),400.0
Brinjal,Bhagwanpur (Naveen Mandi Sthal) APMC,Haridwar,450.0
Carrot,Bhagwanpur (Naveen Mandi Sthal) APMC,Haridwar,750.0
Cucumbar (Kheera),Kashipur APMC,Udhamsinghnagar,1300.0
Colacasia,Kashipur APMC,Udhamsinghnagar,1800.0
Ber (Zizyphus/Borehannu),Kashipur APMC,Udhamsinghnagar,1900.0
Rice,Gadarpur APMC,Udhamsinghnagar,3759.0
Potato,Bazpur APMC,Udhamsinghnagar,610.0
Potato,Haldwani APMC,Nanital,700.0
Brinjal,Haldwani APMC,Nanital,800.0
Tomato,Roorkee APMC,Haridwar,1600.0
Cauliflower,Roorkee APMC,Haridwar,500.0
Carrot,Roorkee APMC,Haridwar,750.0
Brinjal,Roorkee APMC,Haridwar,550.0
Banana,Roorkee APMC,Haridwar,1000.0
Tomato,Manglaur APMC,Haridwar,1600.0
Potato,Manglaur APMC,Haridwar,900.0
Kinnow,Manglaur APMC,Haridwar,2700.0
Wheat,Lakshar APMC,Haridwar,2500.0
Cauliflower,Haridwar Union APMC,Haridwar,800.0
Cabbage,Haridwar Union APMC,Haridwar,500.0
Cucumbar (Kheera),Bhagwanpur (Naveen Mandi Sthal) APMC,Haridwar,450.0
Rice,Tanakpur APMC,Champawat,2800.0
"Sesamum (Sesame,Gingelly,Til)",Sitapur APMC,Sitapur,7800.0
Paddy (Common),Sitapur APMC,Sitapur,1780.0
Mustard,Sitapur APMC,Sitapur,7000.0
Raddish,Kairana APMC,Shamli,750.0
Papaya (Raw),Kairana APMC,Shamli,1450.0
Ginger (Green),Kairana APMC,Shamli,4150.0
Carrot,Kairana APMC,Shamli,1250.0
Cabbage,Kairana APMC,Shamli,850.0
Paddy (Common),Jalalabad APMC,Shahjahanpur,2375.0
Maize,Jalalabad APMC,Shahjahanpur,1850.0
Potato,Khalilabad APMC,Sant Kabir Nagar,1700.0
Apple,Sambhal APMC,Sambhal,8500.0
Carrot,Gangoh APMC,Saharanpur,650.0
Tomato,Chutmalpur APMC,Saharanpur,2200.0
Raddish,Chutmalpur APMC,Saharanpur,650.0
Papaya,Chutmalpur APMC,Saharanpur,2600.0
Lemon,Chutmalpur APMC,Saharanpur,2200.0
Carrot,Chutmalpur APMC,Saharanpur,1000.0
Potato,Salon APMC,Raebarelli,645.0
Onion,Salon APMC,Raebarelli,1655.0
Wheat,Lalganj APMC,Raebarelli,2450.0
Paddy (Common),Bachranwa APMC,Raebarelli,2369.0
Tomato,Kairana APMC,Shamli,1550.0
Paddy (Common),Lediyari APMC,Prayagraj,2550.0
Bottle gourd,Khandhla APMC,Shamli,2250.0
Carrot,Khandhla APMC,Shamli,1250.0
Wheat,Hargaon (Laharpur) APMC,Sitapur,2310.0
Raddish,Naugarh APMC,Siddharth Nagar,920.0
Pomegranate,Naugarh APMC,Siddharth Nagar,7780.0
Mousambi (Sweet Lime),Naugarh APMC,Siddharth Nagar,3390.0
Apple,Naugarh APMC,Siddharth Nagar,7280.0
Tomato,Payagpur APMC,Shravasti,1500.0
Raddish,Payagpur APMC,Shravasti,900.0
Green Chilli,Payagpur APMC,Shravasti,6900.0
Ginger (Green),Payagpur APMC,Shravasti,6400.0
Cucumbar (Kheera),Payagpur APMC,Shravasti,3900.0
Brinjal,Payagpur APMC,Shravasti,1400.0
Tomato,Thanabhavan APMC,Shamli,1450.0
Potato,Thanabhavan APMC,Shamli,680.0
Guava,Thanabhavan APMC,Shamli,3100.0
Ginger (Green),Thanabhavan APMC,Shamli,4900.0
Bottle gourd,Thanabhavan APMC,Shamli,2400.0
Ridgeguard (Tori),Khandhla APMC,Shamli,3750.0
Potato,Khandhla APMC,Shamli,750.0
Papaya,Khandhla APMC,Shamli,2350.0
Cabbage,Khandhla APMC,Shamli,850.0
Cabbage,Gingee (Uzhavar Sandhai ) APMC,Villupuram,3000.0
Bottle gourd,Gingee (Uzhavar Sandhai ) APMC,Villupuram,3000.0
Beans,Gingee (Uzhavar Sandhai ) APMC,Villupuram,6000.0
Coriander (Leaves),NGO Colony (Uzhavar Sandhai ) APMC,Thirunelveli,4300.0
Colacasia,NGO Colony (Uzhavar Sandhai ) APMC,Thirunelveli,4750.0
Chow Chow,NGO Colony (Uzhavar Sandhai ) APMC,Thirunelveli,2400.0
Capsicum,NGO Colony (Uzhavar Sandhai ) APMC,Thirunelveli,7750.0
Thondekai,Melapalayam (Uzhavar Sandhai ) APMC,Thirunelveli,4500.0
Tapioca,Melapalayam (Uzhavar Sandhai ) APMC,Thirunelveli,3250.0
Ridgeguard (Tori),Melapalayam (Uzhavar Sandhai ) APMC,Thirunelveli,3250.0
Pumpkin,Melapalayam (Uzhavar Sandhai ) APMC,Thirunelveli,1100.0
Guava,NGO Colony (Uzhavar Sandhai ) APMC,Thirunelveli,5750.0
Papaya,Melapalayam (Uzhavar Sandhai ) APMC,Thirunelveli,4250.0
Mango (Raw-Ripe),Melapalayam (Uzhavar Sandhai ) APMC,Thirunelveli,7500.0
Lemon,Melapalayam (Uzhavar Sandhai ) APMC,Thirunelveli,5500.0
Cucumbar (Kheera),Melapalayam (Uzhavar Sandhai ) APMC,Thirunelveli,2350.0
Cluster beans,Melapalayam (Uzhavar Sandhai ) APMC,Thirunelveli,3100.0
Cauliflower,Melapalayam (Uzhavar Sandhai ) APMC,Thirunelveli,4900.0
Carrot,Melapalayam (Uzhavar Sandhai ) APMC,Thirunelveli,2800.0
Beans,Melapalayam (Uzhavar Sandhai ) APMC,Thirunelveli,5500.0
Ashgourd,Melapalayam (Uzhavar Sandhai ) APMC,Thirunelveli,1100.0
Onion,Melapalayam (Uzhavar Sandhai ) APMC,Thirunelveli,2650.0
Mint (Pudina),NGO Colony (Uzhavar Sandhai ) APMC,Thirunelveli,4300.0
Onion Green,NGO Colony (Uzhavar Sandhai ) APMC,Thirunelveli,3400.0
Papaya,NGO Colony (Uzhavar Sandhai ) APMC,Thirunelveli,4250.0
Grapes,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,9500.0
Ginger (Green),Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,6900.0
Elephant Yam (Suran)/Amorphophallus,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,3200.0
Drumstick,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,10500.0
Cucumbar (Kheera),Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,2650.0
Cowpea (Veg),Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,2650.0
Coriander (Leaves),Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,4400.0
Colacasia,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,3750.0
Coconut,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,6500.0
Cauliflower,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,4900.0
Capsicum,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,6250.0
Bottle gourd,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,1850.0
Bhindi (Ladies Finger),Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,3700.0
Beans,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,5750.0
Banana - Green,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,3750.0
Yam (Ratalu),NGO Colony (Uzhavar Sandhai ) APMC,Thirunelveli,4250.0
Snakeguard,NGO Colony (Uzhavar Sandhai ) APMC,Thirunelveli,2850.0
Ridgeguard (Tori),NGO Colony (Uzhavar Sandhai ) APMC,Thirunelveli,3250.0
Pumpkin,NGO Colony (Uzhavar Sandhai ) APMC,Thirunelveli,1100.0
Amla (Nelli Kai),Melapalayam (Uzhavar Sandhai ) APMC,Thirunelveli,3250.0
Green Chilli,Kandiyaperi (Uzhavar Sandhai ) APMC,Thirunelveli,5500.0
Bhindi (Ladies Finger),Kandiyaperi (Uzhavar Sandhai ) APMC,Thirunelveli,3700.0
Bottle gourd,Ambasamudram (Uzhavar Sandhai ) APMC,Thirunelveli,1100.0
Drumstick,Thiruverumbur (Uzhavar Sandhai ) APMC,Thiruchirappalli,13000.0
Chow Chow,Thiruverumbur (Uzhavar Sandhai ) APMC,Thiruchirappalli,2600.0
Carrot,Thiruverumbur (Uzhavar Sandhai ) APMC,Thiruchirappalli,4400.0
Capsicum,Thiruverumbur (Uzhavar Sandhai ) APMC,Thiruchirappalli,7000.0
Cabbage,Thiruverumbur (Uzhavar Sandhai ) APMC,Thiruchirappalli,2400.0
Bottle gourd,Thiruverumbur (Uzhavar Sandhai ) APMC,Thiruchirappalli,2500.0
Bhindi (Ladies Finger),Thiruverumbur (Uzhavar Sandhai ) APMC,Thiruchirappalli,6000.0
Beans,Thiruverumbur (Uzhavar Sandhai ) APMC,Thiruchirappalli,5400.0
Yam (Ratalu),Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,3750.0
Ridgeguard (Tori),Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,5300.0
Mint (Pudina),Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,2750.0
Mango (Raw-Ripe),Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,12000.0
Lime,Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,4000.0
Knool Khol,Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,2250.0
Indian Beans (Seam),Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,6250.0
Green Peas,Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,4250.0
Ginger (Green),Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,7500.0
Cowpea (Veg),Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,3750.0
Coriander (Leaves),Musiri (Uzhavar Sandhai ) APMC,Thiruchirappalli,3250.0
Green Chilli,Thiruverumbur (Uzhavar Sandhai ) APMC,Thiruchirappalli,6000.0
Green Chilli,Palayamkottai (Uzhavar Sandhai ) APMC,Thirunelveli,5700.0
Indian Beans (Seam),Thiruverumbur (Uzhavar Sandhai ) APMC,Thiruchirappalli,7000.0
Raddish,Thiruverumbur (Uzhavar Sandhai ) APMC,Thiruchirappalli,2500.0
Bhindi (Ladies Finger),Ambasamudram (Uzhavar Sandhai ) APMC,Thirunelveli,3550.0
Banana - Green,Ambasamudram (Uzhavar Sandhai ) APMC,Thirunelveli,3750.0
Tapioca,Thuraiyur APMC,Thiruchirappalli,2750.0
Ridgeguard (Tori),Thuraiyur APMC,Thiruchirappalli,5750.0
Mint (Pudina),Thuraiyur APMC,Thiruchirappalli,2750.0
Lime,Thuraiyur APMC,Thiruchirappalli,3750.0
Knool Khol,Thuraiyur APMC,Thiruchirappalli,2750.0
Indian Beans (Seam),Thuraiyur APMC,Thiruchirappalli,6250.0
Green Chilli,Thuraiyur APMC,Thiruchirappalli,5250.0
Drumstick,Thuraiyur APMC,Thiruchirappalli,10500.0
Colacasia,Thuraiyur APMC,Thiruchirappalli,2750.0
Coconut,Thuraiyur APMC,Thiruchirappalli,6000.0
Chow Chow,Thuraiyur APMC,Thiruchirappalli,2250.0
Carrot,Thuraiyur APMC,Thiruchirappalli,3750.0
Cabbage,Thuraiyur APMC,Thiruchirappalli,2250.0
Bhindi (Ladies Finger),Thuraiyur APMC,Thiruchirappalli,5750.0
